,interactor1,interactor2
11766,NP_460710.1,NP_462836.1
11767,NP_461725.1,NP_462836.1
11768,NP_462295.1,NP_462836.1
11769,NP_459213.1,NP_462836.1
11770,NP_459922.1,NP_462836.1
11771,NP_459158.2,NP_462836.1
11772,NP_459157.1,NP_462836.1
11773,NP_459237.1,NP_462836.1
11774,NP_459251.1,NP_462836.1
11775,NP_459400.1,NP_462836.1
11776,NP_459141.1,NP_462836.1
11777,NP_462331.3,NP_462836.1
11778,NP_462351.1,NP_462836.1
11779,NP_462836.1,NP_463252.1
11780,NP_462327.1,NP_462836.1
11781,NP_459221.1,NP_462836.1
11782,NP_462836.1,NP_463022.1
11783,NP_459651.1,NP_460900.1
11784,NP_460900.1,NP_462349.1
11785,NP_460900.1,NP_463015.1
11786,NP_460900.1,NP_463021.1
11787,NP_459159.1,NP_460900.1
11788,NP_459544.1,NP_460900.1
11789,NP_462117.1,NP_463229.1
11790,NP_461583.1,NP_463229.1
11791,NP_460157.1,NP_463229.1
11792,NP_460035.1,NP_463229.1
11793,NP_459400.1,NP_463229.1
11794,NP_459053.1,NP_463229.1
11795,NP_462124.1,NP_463229.1
11796,NP_459048.1,NP_463229.1
11797,NP_463229.1,NP_463254.2
11798,NP_461606.1,NP_463229.1
11799,NP_462196.1,NP_463229.1
11800,NP_462331.3,NP_463229.1
11801,NP_462322.1,NP_463229.1
11802,NP_462321.1,NP_463229.1
11803,NP_462254.1,NP_463229.1
11804,NP_462330.1,NP_463229.1
11805,NP_462351.1,NP_463229.1
11806,NP_463229.1,NP_463252.1
11807,NP_462327.1,NP_463229.1
11808,NP_462320.1,NP_463229.1
11809,NP_462338.1,NP_463229.1
11810,NP_459221.1,NP_463229.1
11811,NP_459956.1,NP_463229.1
11812,NP_462333.1,NP_463229.1
11813,NP_462342.1,NP_463229.1
11814,NP_462339.1,NP_463229.1
11815,NP_462214.1,NP_463229.1
11816,NP_460302.1,NP_463229.1
11817,NP_462337.1,NP_463229.1
11818,NP_462325.1,NP_463229.1
11819,NP_462334.1,NP_463229.1
11820,NP_462255.1,NP_463229.1
11821,NP_463229.1,NP_463255.1
11822,NP_462329.1,NP_463229.1
11823,NP_462344.1,NP_463229.1
11824,NP_462341.1,NP_463229.1
11825,NP_463019.1,NP_463229.1
11826,NP_461587.1,NP_463229.1
11827,NP_459683.1,NP_463229.1
11828,NP_460300.3,NP_463229.1
11829,NP_459447.1,NP_463229.1
11830,NP_463039.1,NP_463229.1
11831,NP_460305.1,NP_463229.1
11832,NP_462119.1,NP_463229.1
11833,NP_459969.1,NP_461960.1
11834,NP_460166.1,NP_461960.1
11835,NP_459143.1,NP_461214.1
11836,NP_459143.1,NP_461855.1
11837,NP_459125.1,NP_462345.1
11838,NP_459125.1,NP_463021.1
11839,NP_459125.1,NP_462344.1
11840,NP_460268.1,NP_462417.1
11841,NP_459159.1,NP_460268.1
11842,NP_459158.2,NP_460268.1
11843,NP_459157.1,NP_460268.1
11844,NP_459165.1,NP_462129.1
11845,NP_459165.1,NP_459606.1
11846,NP_459165.1,NP_462359.1
11847,NP_459165.1,NP_461166.1
11848,NP_459165.1,NP_462124.1
11849,NP_459048.1,NP_459165.1
11850,NP_459165.1,NP_462331.3
11851,NP_459165.1,NP_462322.1
11852,NP_459165.1,NP_462352.1
11853,NP_459165.1,NP_462321.1
11854,NP_459165.1,NP_462345.1
11855,NP_459165.1,NP_463252.1
11856,NP_459165.1,NP_462327.1
11857,NP_459165.1,NP_462320.1
11858,NP_459165.1,NP_462338.1
11859,NP_459165.1,NP_459221.1
11860,NP_459165.1,NP_459956.1
11861,NP_459165.1,NP_462641.1
11862,NP_459165.1,NP_463023.1
11863,NP_459165.1,NP_462319.1
11864,NP_459165.1,NP_462628.1
11865,NP_459165.1,NP_462339.1
11866,NP_459165.1,NP_462214.1
11867,NP_459165.1,NP_462318.1
11868,NP_459165.1,NP_462337.1
11869,NP_459165.1,NP_462325.1
11870,NP_459165.1,NP_462334.1
11871,NP_459165.1,NP_462255.1
11872,NP_459165.1,NP_462343.1
11873,NP_459165.1,NP_462344.1
11874,NP_459165.1,NP_462341.1
11875,NP_459165.1,NP_461735.1
11876,NP_459165.1,NP_462195.1
11877,NP_459165.1,NP_462200.1
11878,NP_459165.1,NP_461265.3
11879,NP_459165.1,NP_463222.1
11880,NP_459101.1,NP_459165.1
11881,NP_459165.1,NP_459715.1
11882,NP_459165.1,NP_459678.1
11883,NP_459165.1,NP_461253.3
11884,NP_459165.1,NP_462369.1
11885,NP_459165.1,NP_461241.1
11886,NP_459190.3,NP_462279.1
11887,NP_459190.3,NP_463021.1
11888,NP_459159.1,NP_459190.3
11889,NP_459190.3,NP_459865.1
11890,NP_459158.2,NP_459190.3
11891,NP_459176.1,NP_462349.1
11892,NP_459176.1,NP_463015.1
11893,NP_459176.1,NP_462349.1
11894,NP_459176.1,NP_463015.1
11895,NP_459090.1,NP_459249.1
11896,NP_459249.1,NP_462349.1
11897,NP_459249.1,NP_463015.1
11898,NP_459249.1,NP_461230.1
11899,NP_459249.1,NP_461235.1
11900,NP_459430.3,NP_462737.1
11901,NP_459480.1,NP_460725.1
11902,NP_459480.1,NP_461047.1
11903,NP_459480.1,NP_462193.3
11904,NP_459410.1,NP_460610.1
11905,NP_459410.1,NP_462345.1
11906,NP_459410.1,NP_462214.1
11907,NP_459410.1,NP_463021.1
11908,NP_459410.1,NP_462555.1
11909,NP_459410.1,NP_461467.1
11910,NP_459490.1,NP_459520.1
11911,NP_459490.1,NP_461880.1
11912,NP_459490.1,NP_462160.1
11913,NP_459490.1,NP_460262.1
11914,NP_459490.1,NP_462345.1
11915,NP_459221.1,NP_459490.1
11916,NP_459490.1,NP_463021.1
11917,NP_459159.1,NP_459490.1
11918,NP_459490.1,NP_463264.1
11919,NP_459451.1,NP_459948.1
11920,NP_459451.1,NP_461581.1
11921,NP_459451.1,NP_462155.1
11922,NP_459451.1,NP_461086.1
11923,NP_459451.1,NP_462349.1
11924,NP_459451.1,NP_463015.1
11925,NP_459451.1,NP_462345.1
11926,NP_459451.1,NP_463021.1
11927,NP_459451.1,NP_461203.1
11928,NP_459017.1,NP_459451.1
11929,NP_459451.1,NP_463238.3
11930,NP_459497.1,NP_463194.1
11931,NP_459462.1,NP_461878.1
11932,NP_459462.1,NP_460427.1
11933,NP_459462.1,NP_462345.1
11934,NP_459221.1,NP_459462.1
11935,NP_459462.1,NP_463021.1
11936,NP_459462.1,NP_463020.1
11937,NP_459462.1,NP_463019.1
11938,NP_459462.1,NP_460479.4
11939,NP_459462.1,NP_461956.1
11940,NP_459447.1,NP_459462.1
11941,NP_459462.1,NP_463039.1
11942,NP_459462.1,NP_460425.3
11943,NP_459499.1,NP_463437.1
11944,NP_459499.1,NP_460833.1
11945,NP_459499.1,NP_490553.1
11946,NP_459499.1,NP_462737.1
11947,NP_459511.1,NP_462196.1
11948,NP_459511.1,NP_462331.3
11949,NP_459511.1,NP_462322.1
11950,NP_459511.1,NP_462352.1
11951,NP_459511.1,NP_462351.1
11952,NP_459511.1,NP_463252.1
11953,NP_459511.1,NP_462327.1
11954,NP_459511.1,NP_462333.1
11955,NP_459511.1,NP_462214.1
11956,NP_459511.1,NP_461603.1
11957,NP_459511.1,NP_462328.1
11958,NP_459511.1,NP_462341.1
11959,NP_459511.1,NP_463019.1
11960,NP_459447.1,NP_459511.1
11961,NP_459511.1,NP_463039.1
11962,NP_459536.1,NP_462883.1
11963,NP_459536.1,NP_462589.1
11964,NP_459536.1,NP_462497.1
11965,NP_459536.1,NP_462117.1
11966,NP_459536.1,NP_461583.1
11967,NP_459536.1,NP_460678.1
11968,NP_459536.1,NP_460157.1
11969,NP_459536.1,NP_460035.1
11970,NP_459430.3,NP_459536.1
11971,NP_459536.1,NP_463229.1
11972,NP_459536.1,NP_461578.1
11973,NP_459536.1,NP_462254.1
11974,NP_459536.1,NP_463252.1
11975,NP_459536.1,NP_462327.1
11976,NP_459536.1,NP_462338.1
11977,NP_459221.1,NP_459536.1
11978,NP_459536.1,NP_459956.1
11979,NP_459536.1,NP_463023.1
11980,NP_459536.1,NP_462319.1
11981,NP_459536.1,NP_462627.1
11982,NP_459536.1,NP_462333.1
11983,NP_459536.1,NP_462339.1
11984,NP_459536.1,NP_462214.1
11985,NP_459536.1,NP_460302.1
11986,NP_459536.1,NP_461603.1
11987,NP_459536.1,NP_462328.1
11988,NP_459536.1,NP_462318.1
11989,NP_459536.1,NP_462255.1
11990,NP_459536.1,NP_463021.1
11991,NP_459536.1,NP_463018.1
11992,NP_459536.1,NP_463255.1
11993,NP_459536.1,NP_462329.1
11994,NP_459536.1,NP_462343.1
11995,NP_459536.1,NP_462344.1
11996,NP_459536.1,NP_463019.1
11997,NP_459536.1,NP_460156.1
11998,NP_459536.1,NP_462805.1
11999,NP_459536.1,NP_461587.1
12000,NP_459536.1,NP_462195.1
12001,NP_459159.1,NP_459536.1
12002,NP_459447.1,NP_459536.1
12003,NP_459536.1,NP_463039.1
12004,NP_459447.1,NP_459536.1
12005,NP_459536.1,NP_463039.1
12006,NP_459536.1,NP_461873.1
12007,NP_459018.1,NP_459536.1
12008,NP_459536.1,NP_462193.3
12009,NP_459536.1,NP_463238.3
12010,NP_459158.2,NP_459536.1
12011,NP_459606.1,NP_459950.1
12012,NP_459606.1,NP_462601.1
12013,NP_459141.1,NP_459606.1
12014,NP_459606.1,NP_462342.1
12015,NP_459606.1,NP_463021.1
12016,NP_459606.1,NP_462610.1
12017,NP_459606.1,NP_463194.1
12018,NP_459017.1,NP_459606.1
12019,NP_459018.1,NP_459606.1
12020,NP_459221.1,NP_459633.1
12021,NP_459634.1,NP_462903.1
12022,NP_459634.1,NP_461603.1
12023,NP_459634.1,NP_462334.1
12024,NP_459634.1,NP_463021.1
12025,NP_459634.1,NP_462343.1
12026,NP_459634.1,NP_462119.1
12027,NP_459628.1,NP_462349.1
12028,NP_459628.1,NP_463015.1
12029,NP_459651.1,NP_462516.3
12030,NP_459221.1,NP_459651.1
12031,NP_459651.1,NP_463020.1
12032,NP_459651.1,NP_459922.1
12033,NP_459660.1,NP_462889.1
12034,NP_459660.1,NP_459661.3
12035,NP_459661.3,NP_462209.3
12036,NP_459661.3,NP_461583.1
12037,NP_459661.3,NP_461327.1
12038,NP_459661.3,NP_460678.1
12039,NP_459661.3,NP_460204.3
12040,NP_459661.3,NP_460035.1
12041,NP_459536.1,NP_459661.3
12042,NP_459661.3,NP_463229.1
12043,NP_459661.3,NP_462836.1
12044,NP_459141.1,NP_459661.3
12045,NP_459048.1,NP_459661.3
12046,NP_459661.3,NP_461606.1
12047,NP_459661.3,NP_462331.3
12048,NP_459661.3,NP_462322.1
12049,NP_459661.3,NP_462351.1
12050,NP_459661.3,NP_462327.1
12051,NP_459661.3,NP_462320.1
12052,NP_459661.3,NP_462338.1
12053,NP_459221.1,NP_459661.3
12054,NP_459661.3,NP_459956.1
12055,NP_459661.3,NP_462627.1
12056,NP_459661.3,NP_462628.1
12057,NP_459661.3,NP_461168.1
12058,NP_459661.3,NP_462333.1
12059,NP_459661.3,NP_462339.1
12060,NP_459661.3,NP_462214.1
12061,NP_459661.3,NP_460302.1
12062,NP_459661.3,NP_461603.1
12063,NP_459661.3,NP_462337.1
12064,NP_459661.3,NP_462325.1
12065,NP_459661.3,NP_462255.1
12066,NP_459661.3,NP_463021.1
12067,NP_459661.3,NP_463020.1
12068,NP_459661.3,NP_463255.1
12069,NP_459661.3,NP_462329.1
12070,NP_459661.3,NP_462332.1
12071,NP_459661.3,NP_462343.1
12072,NP_459661.3,NP_462344.1
12073,NP_459661.3,NP_462341.1
12074,NP_459661.3,NP_463019.1
12075,NP_459661.3,NP_461587.1
12076,NP_459159.1,NP_459661.3
12077,NP_459447.1,NP_459661.3
12078,NP_459661.3,NP_463039.1
12079,NP_459232.1,NP_459661.3
12080,NP_459661.3,NP_462193.3
12081,NP_459661.3,NP_461761.1
12082,NP_459158.2,NP_459661.3
12083,NP_459157.1,NP_459661.3
12084,NP_459729.1,NP_462320.1
12085,NP_459729.1,NP_462342.1
12086,NP_459729.1,NP_462344.1
12087,NP_459729.1,NP_462341.1
12088,NP_459779.1,NP_459795.1
12089,NP_459779.1,NP_463335.1
12090,NP_459141.1,NP_459779.1
12091,NP_459779.1,NP_462351.1
12092,NP_459779.1,NP_463252.1
12093,NP_459779.1,NP_462327.1
12094,NP_459221.1,NP_459779.1
12095,NP_459779.1,NP_463022.1
12096,NP_459779.1,NP_462342.1
12097,NP_459779.1,NP_462339.1
12098,NP_459779.1,NP_462214.1
12099,NP_459779.1,NP_462255.1
12100,NP_459779.1,NP_462343.1
12101,NP_459779.1,NP_462344.1
12102,NP_459779.1,NP_460539.1
12103,NP_459779.1,NP_460717.1
12104,NP_459159.1,NP_459779.1
12105,NP_459779.1,NP_462415.1
12106,NP_459779.1,NP_463342.1
12107,NP_459486.1,NP_459779.1
12108,NP_459779.1,NP_462437.1
12109,NP_459779.1,NP_459936.1
12110,NP_459779.1,NP_461190.1
12111,NP_459779.1,NP_462712.1
12112,NP_459779.1,NP_463156.1
12113,NP_459779.1,NP_461233.1
12114,NP_459157.1,NP_459779.1
12115,NP_459158.2,NP_459795.1
12116,NP_459157.1,NP_459795.1
12117,NP_459917.1,NP_460678.1
12118,NP_459917.1,NP_463229.1
12119,NP_459917.1,NP_462349.1
12120,NP_459917.1,NP_463015.1
12121,NP_459917.1,NP_461578.1
12122,NP_459048.1,NP_459917.1
12123,NP_459917.1,NP_462340.1
12124,NP_459917.1,NP_462322.1
12125,NP_459917.1,NP_462351.1
12126,NP_459917.1,NP_463252.1
12127,NP_459917.1,NP_462327.1
12128,NP_459917.1,NP_462320.1
12129,NP_459917.1,NP_462338.1
12130,NP_459221.1,NP_459917.1
12131,NP_459917.1,NP_459956.1
12132,NP_459917.1,NP_463023.1
12133,NP_459917.1,NP_462627.1
12134,NP_459917.1,NP_462336.1
12135,NP_459917.1,NP_462628.1
12136,NP_459917.1,NP_462333.1
12137,NP_459917.1,NP_462339.1
12138,NP_459917.1,NP_462214.1
12139,NP_459917.1,NP_460302.1
12140,NP_459917.1,NP_461603.1
12141,NP_459917.1,NP_462318.1
12142,NP_459917.1,NP_462325.1
12143,NP_459917.1,NP_462255.1
12144,NP_459917.1,NP_463021.1
12145,NP_459917.1,NP_463020.1
12146,NP_459917.1,NP_463255.1
12147,NP_459917.1,NP_462329.1
12148,NP_459917.1,NP_462332.1
12149,NP_459917.1,NP_462343.1
12150,NP_459917.1,NP_462344.1
12151,NP_459917.1,NP_462341.1
12152,NP_459917.1,NP_463019.1
12153,NP_459917.1,NP_461587.1
12154,NP_459159.1,NP_459917.1
12155,NP_459447.1,NP_459917.1
12156,NP_459917.1,NP_463039.1
12157,NP_459018.1,NP_459917.1
12158,NP_459158.2,NP_459917.1
12159,NP_459917.1,NP_462349.1
12160,NP_459917.1,NP_463015.1
12161,NP_459938.1,NP_463021.1
12162,NP_459938.1,NP_460193.1
12163,NP_459938.1,NP_461200.1
12164,NP_459938.1,NP_461493.1
12165,NP_459950.1,NP_462336.1
12166,NP_459721.1,NP_459972.1
12167,NP_459972.1,NP_460929.1
12168,NP_460035.1,NP_461583.1
12169,NP_460035.1,NP_463019.1
12170,NP_460127.1,NP_463021.1
12171,NP_459159.1,NP_460127.1
12172,NP_459017.1,NP_460127.1
12173,NP_459158.2,NP_460127.1
12174,NP_460157.1,NP_460207.1
12175,NP_460157.1,NP_462589.1
12176,NP_460157.1,NP_462497.1
12177,NP_460157.1,NP_462117.1
12178,NP_460157.1,NP_461583.1
12179,NP_460157.1,NP_460678.1
12180,NP_460035.1,NP_460157.1
12181,NP_459916.2,NP_460157.1
12182,NP_460157.1,NP_461578.1
12183,NP_460157.1,NP_462642.1
12184,NP_459141.1,NP_460157.1
12185,NP_459048.1,NP_460157.1
12186,NP_460157.1,NP_463254.2
12187,NP_460157.1,NP_461606.1
12188,NP_460157.1,NP_462331.3
12189,NP_460157.1,NP_462322.1
12190,NP_460157.1,NP_462351.1
12191,NP_460157.1,NP_463252.1
12192,NP_460157.1,NP_462327.1
12193,NP_460157.1,NP_462320.1
12194,NP_460157.1,NP_462338.1
12195,NP_459221.1,NP_460157.1
12196,NP_459956.1,NP_460157.1
12197,NP_460157.1,NP_463023.1
12198,NP_460157.1,NP_463022.1
12199,NP_460157.1,NP_462628.1
12200,NP_460157.1,NP_462333.1
12201,NP_460157.1,NP_462339.1
12202,NP_460157.1,NP_462214.1
12203,NP_460157.1,NP_460302.1
12204,NP_460157.1,NP_461603.1
12205,NP_460157.1,NP_462328.1
12206,NP_460157.1,NP_462318.1
12207,NP_460157.1,NP_462337.1
12208,NP_460157.1,NP_462325.1
12209,NP_460157.1,NP_462334.1
12210,NP_460157.1,NP_462255.1
12211,NP_460157.1,NP_463021.1
12212,NP_460157.1,NP_463255.1
12213,NP_460157.1,NP_462329.1
12214,NP_460157.1,NP_462332.1
12215,NP_460157.1,NP_462343.1
12216,NP_460157.1,NP_462344.1
12217,NP_460157.1,NP_462341.1
12218,NP_460157.1,NP_463019.1
12219,NP_459798.1,NP_460157.1
12220,NP_460157.1,NP_461587.1
12221,NP_459159.1,NP_460157.1
12222,NP_459447.1,NP_460157.1
12223,NP_460157.1,NP_463039.1
12224,NP_459447.1,NP_460157.1
12225,NP_460157.1,NP_463039.1
12226,NP_460157.1,NP_460600.3
12227,NP_460157.1,NP_462193.3
12228,NP_460157.1,NP_460545.1
12229,NP_460157.1,NP_463238.3
12230,NP_459158.2,NP_460157.1
12231,NP_459157.1,NP_460157.1
12232,NP_459237.1,NP_460157.1
12233,NP_460204.3,NP_463162.1
12234,NP_459258.1,NP_460204.3
12235,NP_460175.1,NP_462349.1
12236,NP_460175.1,NP_463015.1
12237,NP_459258.1,NP_460175.1
12238,NP_460175.1,NP_462737.1
12239,NP_459017.1,NP_460175.1
12240,NP_459174.1,NP_460172.1
12241,NP_460172.1,NP_462349.1
12242,NP_460172.1,NP_463015.1
12243,NP_460190.1,NP_462316.1
12244,NP_460735.1,NP_462760.1
12245,NP_460207.1,NP_460678.1
12246,NP_460678.1,NP_462589.1
12247,NP_460678.1,NP_462497.1
12248,NP_460678.1,NP_462489.1
12249,NP_460678.1,NP_462209.3
12250,NP_460678.1,NP_462183.1
12251,NP_460678.1,NP_462117.1
12252,NP_460678.1,NP_461583.1
12253,NP_460035.1,NP_460678.1
12254,NP_459795.1,NP_460678.1
12255,NP_460678.1,NP_463229.1
12256,NP_460678.1,NP_462124.1
12257,NP_459048.1,NP_460678.1
12258,NP_460678.1,NP_463254.2
12259,NP_460678.1,NP_461606.1
12260,NP_460678.1,NP_462331.3
12261,NP_460678.1,NP_462322.1
12262,NP_460678.1,NP_462345.1
12263,NP_460678.1,NP_462351.1
12264,NP_460678.1,NP_463252.1
12265,NP_460678.1,NP_462327.1
12266,NP_460678.1,NP_462320.1
12267,NP_460678.1,NP_462338.1
12268,NP_459221.1,NP_460678.1
12269,NP_459956.1,NP_460678.1
12270,NP_460678.1,NP_462628.1
12271,NP_460678.1,NP_461168.1
12272,NP_460678.1,NP_462333.1
12273,NP_460678.1,NP_462339.1
12274,NP_460678.1,NP_462214.1
12275,NP_460678.1,NP_461603.1
12276,NP_460678.1,NP_462255.1
12277,NP_460678.1,NP_463255.1
12278,NP_460678.1,NP_462329.1
12279,NP_460678.1,NP_462332.1
12280,NP_460678.1,NP_462343.1
12281,NP_460678.1,NP_462344.1
12282,NP_460678.1,NP_462341.1
12283,NP_460678.1,NP_463019.1
12284,NP_460678.1,NP_461587.1
12285,NP_460600.3,NP_460678.1
12286,NP_460678.1,NP_461748.1
12287,NP_460678.1,NP_463238.3
12288,NP_459157.1,NP_460678.1
12289,NP_460563.1,NP_462349.1
12290,NP_460563.1,NP_463015.1
12291,NP_460563.1,NP_462582.1
12292,NP_460563.1,NP_462331.3
12293,NP_460563.1,NP_462351.1
12294,NP_460563.1,NP_462327.1
12295,NP_460563.1,NP_462338.1
12296,NP_459956.1,NP_460563.1
12297,NP_460563.1,NP_462627.1
12298,NP_460563.1,NP_462333.1
12299,NP_460563.1,NP_462339.1
12300,NP_460302.1,NP_460563.1
12301,NP_460563.1,NP_461603.1
12302,NP_460563.1,NP_463021.1
12303,NP_460563.1,NP_463255.1
12304,NP_460563.1,NP_462344.1
12305,NP_460563.1,NP_463019.1
12306,NP_460563.1,NP_462807.1
12307,NP_460563.1,NP_462609.1
12308,NP_460314.1,NP_462349.1
12309,NP_460314.1,NP_463015.1
12310,NP_460314.1,NP_461593.1
12311,NP_460314.1,NP_461471.1
12312,NP_459157.1,NP_460314.1
12313,NP_460314.1,NP_462349.1
12314,NP_460314.1,NP_463015.1
12315,NP_459954.1,NP_460325.1
12316,NP_460325.1,NP_461993.1
12317,NP_460251.1,NP_462737.1
12318,NP_459213.1,NP_460251.1
12319,NP_460776.1,NP_462123.1
12320,NP_460776.1,NP_462390.1
12321,NP_460856.1,NP_461468.1
12322,NP_460856.1,NP_461718.1
12323,NP_460856.1,NP_460866.1
12324,NP_460844.1,NP_462207.1
12325,NP_459869.1,NP_460844.1
12326,NP_459980.1,NP_460844.1
12327,NP_460849.3,NP_462327.1
12328,NP_460849.3,NP_462627.1
12329,NP_460849.3,NP_462339.1
12330,NP_460849.3,NP_463021.1
12331,NP_460849.3,NP_462343.1
12332,NP_460849.3,NP_463194.1
12333,NP_459159.1,NP_460849.3
12334,NP_459158.2,NP_460849.3
12335,NP_459157.1,NP_460849.3
12336,NP_460906.1,NP_462327.1
12337,NP_460906.1,NP_462320.1
12338,NP_460906.1,NP_462338.1
12339,NP_460906.1,NP_462343.1
12340,NP_460906.1,NP_462344.1
12341,NP_460906.1,NP_463019.1
12342,NP_461163.1,NP_461327.1
12343,NP_461163.1,NP_462344.1
12344,NP_460702.1,NP_461163.1
12345,NP_459159.1,NP_461163.1
12346,NP_459236.1,NP_461163.1
12347,NP_461163.1,NP_462349.1
12348,NP_461163.1,NP_463015.1
12349,NP_460547.1,NP_461327.1
12350,NP_459443.1,NP_461327.1
12351,NP_461327.1,NP_462345.1
12352,NP_461327.1,NP_462344.1
12353,NP_459017.1,NP_461327.1
12354,NP_459903.1,NP_461327.1
12355,NP_460024.1,NP_461327.1
12356,NP_461460.1,NP_462589.1
12357,NP_461460.1,NP_462497.1
12358,NP_461460.1,NP_462209.3
12359,NP_461460.1,NP_462117.1
12360,NP_461460.1,NP_461728.1
12361,NP_461460.1,NP_461583.1
12362,NP_461004.1,NP_461460.1
12363,NP_460563.1,NP_461460.1
12364,NP_460678.1,NP_461460.1
12365,NP_460175.1,NP_461460.1
12366,NP_460035.1,NP_461460.1
12367,NP_461057.1,NP_461460.1
12368,NP_461460.1,NP_463229.1
12369,NP_461460.1,NP_462349.1
12370,NP_461460.1,NP_463015.1
12371,NP_460876.1,NP_461460.1
12372,NP_461460.1,NP_462067.1
12373,NP_461460.1,NP_462478.1
12374,NP_461460.1,NP_463392.1
12375,NP_461460.1,NP_461578.1
12376,NP_461460.1,NP_462642.1
12377,NP_461460.1,NP_462582.1
12378,NP_459141.1,NP_461460.1
12379,NP_461460.1,NP_463254.2
12380,NP_461460.1,NP_461606.1
12381,NP_461460.1,NP_462331.3
12382,NP_461460.1,NP_462345.1
12383,NP_461460.1,NP_462351.1
12384,NP_461460.1,NP_463252.1
12385,NP_461460.1,NP_462327.1
12386,NP_461460.1,NP_462320.1
12387,NP_461460.1,NP_462338.1
12388,NP_459221.1,NP_461460.1
12389,NP_459956.1,NP_461460.1
12390,NP_461460.1,NP_463023.1
12391,NP_461460.1,NP_462336.1
12392,NP_461460.1,NP_462628.1
12393,NP_461460.1,NP_462213.1
12394,NP_461460.1,NP_462333.1
12395,NP_461460.1,NP_462342.1
12396,NP_461460.1,NP_462339.1
12397,NP_461460.1,NP_462214.1
12398,NP_460302.1,NP_461460.1
12399,NP_461460.1,NP_461603.1
12400,NP_461460.1,NP_462328.1
12401,NP_461460.1,NP_462325.1
12402,NP_461460.1,NP_462255.1
12403,NP_461460.1,NP_463021.1
12404,NP_461460.1,NP_463255.1
12405,NP_461460.1,NP_462329.1
12406,NP_461460.1,NP_462332.1
12407,NP_461460.1,NP_462343.1
12408,NP_461460.1,NP_462344.1
12409,NP_461460.1,NP_462341.1
12410,NP_461460.1,NP_463019.1
12411,NP_460156.1,NP_461460.1
12412,NP_461460.1,NP_461750.1
12413,NP_461212.1,NP_461460.1
12414,NP_461460.1,NP_462195.1
12415,NP_459393.1,NP_461460.1
12416,NP_459317.1,NP_461460.1
12417,NP_459974.1,NP_461460.1
12418,NP_460434.1,NP_461460.1
12419,NP_460490.1,NP_461460.1
12420,NP_460531.1,NP_461460.1
12421,NP_460946.1,NP_461460.1
12422,NP_461210.1,NP_461460.1
12423,NP_459317.1,NP_461460.1
12424,NP_459974.1,NP_461460.1
12425,NP_460434.1,NP_461460.1
12426,NP_460490.1,NP_461460.1
12427,NP_460531.1,NP_461460.1
12428,NP_460946.1,NP_461460.1
12429,NP_461210.1,NP_461460.1
12430,NP_461268.1,NP_461460.1
12431,NP_461460.1,NP_462284.1
12432,NP_461460.1,NP_462006.1
12433,NP_461460.1,NP_463164.1
12434,NP_461460.1,NP_462418.1
12435,NP_461460.1,NP_461956.1
12436,NP_461460.1,NP_461956.1
12437,NP_459159.1,NP_461460.1
12438,NP_459446.1,NP_461460.1
12439,NP_460300.3,NP_461460.1
12440,NP_461460.1,NP_462199.1
12441,NP_459447.1,NP_461460.1
12442,NP_461460.1,NP_463039.1
12443,NP_460600.3,NP_461460.1
12444,NP_459230.1,NP_461460.1
12445,NP_461460.1,NP_462735.1
12446,NP_461460.1,NP_462166.1
12447,NP_461460.1,NP_462350.1
12448,NP_459123.1,NP_461460.1
12449,NP_461253.3,NP_461460.1
12450,NP_459018.1,NP_461460.1
12451,NP_461460.1,NP_462193.3
12452,NP_461460.1,NP_462832.3
12453,NP_461460.1,NP_461591.1
12454,NP_459922.1,NP_461460.1
12455,NP_459158.2,NP_461460.1
12456,NP_459157.1,NP_461460.1
12457,NP_461460.1,NP_461927.1
12458,NP_461460.1,NP_462349.1
12459,NP_461460.1,NP_463015.1
12460,NP_461475.1,NP_462458.1
12461,NP_461475.1,NP_462349.1
12462,NP_461475.1,NP_463015.1
12463,NP_461475.1,NP_462331.3
12464,NP_461475.1,NP_462351.1
12465,NP_459221.1,NP_461475.1
12466,NP_461475.1,NP_463023.1
12467,NP_461475.1,NP_462627.1
12468,NP_461475.1,NP_462336.1
12469,NP_461475.1,NP_463021.1
12470,NP_461475.1,NP_463018.1
12471,NP_461475.1,NP_463020.1
12472,NP_461475.1,NP_463019.1
12473,NP_459482.3,NP_461475.1
12474,NP_461475.1,NP_461591.1
12475,NP_461475.1,NP_462349.1
12476,NP_461475.1,NP_463015.1
12477,NP_459948.1,NP_461581.1
12478,NP_459948.1,NP_462155.1
12479,NP_459948.1,NP_461581.1
12480,NP_461581.1,NP_462155.1
12481,NP_459948.1,NP_462155.1
12482,NP_461581.1,NP_462155.1
12483,NP_459048.1,NP_459948.1
12484,NP_459048.1,NP_461581.1
12485,NP_459048.1,NP_462155.1
12486,NP_459948.1,NP_462096.1
12487,NP_461581.1,NP_462096.1
12488,NP_462096.1,NP_462155.1
12489,NP_459948.1,NP_460321.1
12490,NP_460321.1,NP_461581.1
12491,NP_460321.1,NP_462155.1
12492,NP_460336.1,NP_461583.1
12493,NP_461583.1,NP_462124.1
12494,NP_459048.1,NP_461583.1
12495,NP_461583.1,NP_462340.1
12496,NP_461583.1,NP_463254.2
12497,NP_461583.1,NP_461606.1
12498,NP_461583.1,NP_462196.1
12499,NP_461583.1,NP_462331.3
12500,NP_461583.1,NP_462322.1
12501,NP_461583.1,NP_462352.1
